Fecha	Número de pedido	SKU	Tipo de transacción	Tipo de pago	Detalles del pago	Monto	Cantidad	Título del producto
04/07/2020	701-6224561-9225840	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Devolución de cargo de envoltorio para regalo	MXN$-50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Otros	Envoltorio de regalo	MXN$50.86		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto de papel para regalo	MXN$8.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-5100404-8327442	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-6786771-9833005	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-6786771-9833005	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-6786771-9833005	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	702-6786771-9833005	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-3356850-2064261	PT-VL0G-IQEB	Pago del pedido	Cargos de productos		MXN$5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-3356850-2064261	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-3356850-2064261	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-3356850-2064261	PT-VL0G-IQEB	Pago del pedido	Otros	Impuesto del producto	MXN$896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
04/07/2020	701-0542867-2040200	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-0542867-2040200	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-0542867-2040200	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
04/07/2020	701-0542867-2040200	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	702-4795706-0913026	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-4795706-0913026	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-4795706-0913026	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-4795706-0913026	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6944365-5879467	PT-VL0G-IQEB	Pago del pedido	Cargos de productos		MXN$5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-6944365-5879467	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-6944365-5879467	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-6944365-5879467	PT-VL0G-IQEB	Pago del pedido	Otros	Impuesto del producto	MXN$896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	701-6940596-7467442	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-6940596-7467442	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-6940596-7467442	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-6940596-7467442	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	702-9086335-3903433	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9086335-3903433	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9086335-3903433	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9086335-3903433	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-1256746-1399410	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	701-1256746-1399410	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	701-1256746-1399410	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	701-1256746-1399410	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Devolución de cargo por envío	MXN$-76.72		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Otros	Envío	MXN$76.72		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto de envío	MXN$12.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-6607397-6374650	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9268284-2804220	PT-VL0G-IQEB	Pago del pedido	Cargos de productos		MXN$5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-9268284-2804220	PT-VL0G-IQEB	Pago del pedido	Reembolsos promocionales		MXN$0.00	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-9268284-2804220	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-9268284-2804220	PT-VL0G-IQEB	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-9268284-2804220	PT-VL0G-IQEB	Pago del pedido	Otros	Impuesto del producto	MXN$896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	701-5090586-8834651	SY-63AL-PF5L	Reembolso	Cargos de productos		MXN$-1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5090586-8834651	SY-63AL-PF5L	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-31.03		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5090586-8834651	SY-63AL-PF5L	Reembolso	Tarifas de Amazon	Comisión	MXN$155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5090586-8834651	SY-63AL-PF5L	Reembolso	Otros	Impuesto del producto	MXN$-248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Devolución de cargo de envoltorio para regalo	MXN$-42.24		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Otros	Envoltorio de regalo	MXN$42.24		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto de papel para regalo	MXN$6.76		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-9260855-8322660	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-1754134-2093022	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-1754134-2093022	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-1754134-2093022	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-1754134-2093022	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-1022802-1456211	WB-LWPK-7X7W	Otros	Reembolso de inventario de Logística de Amazon (Devolución de cliente)		MXN$392.82	1	Lexmark X2470 Color Todo en uno Impresora de inyección de Tinta (Renewed)
03/07/2020	702-7381150-7057826	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	702-7381150-7057826	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	702-7381150-7057826	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	702-7381150-7057826	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-8449806-9231447	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-8449806-9231447	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-8449806-9231447	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-8449806-9231447	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-155.17		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Devolución de cargo de envoltorio para regalo	MXN$-42.24		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-64.13		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Otros	Envoltorio de regalo	MXN$42.24		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto de papel para regalo	MXN$6.76		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	701-5329376-7936258	SY-63AL-PF5L	Pago del pedido	Otros	Impuesto del producto	MXN$248.28		Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
03/07/2020	702-3771693-4465839	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-6,000.00	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-3771693-4465839	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-3771693-4465839	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$600.00		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-4385694-3317024	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-4385694-3317024	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-4385694-3317024	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-4385694-3317024	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
03/07/2020	702-8017311-2599462	MN-7MDI-U1BM	Pago del pedido	Cargos de productos		MXN$343.97	1	ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
03/07/2020	702-8017311-2599462	MN-7MDI-U1BM	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-34.39		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
03/07/2020	702-8017311-2599462	MN-7MDI-U1BM	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-59.30		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
03/07/2020	702-8017311-2599462	MN-7MDI-U1BM	Pago del pedido	Otros	Impuesto del producto	MXN$55.03		ZyXel PLA4231 500 Mbps Powerline Wireless N Extender (Renewed)
02/07/2020	702-9987987-1819454	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-9987987-1819454	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-9987987-1819454	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-9987987-1819454	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	701-1711251-5158632	FK-2B92-ML2C	Pago del pedido	Cargos de productos		MXN$4,741.38	1	DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
02/07/2020	701-1711251-5158632	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Comisión	MXN$-474.14		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
02/07/2020	701-1711251-5158632	FK-2B92-ML2C	Pago del pedido	Tarifas de Amazon	Tarifa de gestión logística por unidad	MXN$-82.95		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
02/07/2020	701-1711251-5158632	FK-2B92-ML2C	Pago del pedido	Otros	Impuesto del producto	MXN$758.62		DELL Latitude 3560 Negro Portátil 39.6 cm (15.6") 1366 x 768 Pixeles 2.2 GHz Intel® CoreTM i5 de quinta generación i5-5200U - Ordenador portátil (
02/07/2020	702-5434297-5066643	PT-VL0G-IQEB	Reembolso	Cargos de productos		MXN$-5,603.45	1	Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-5434297-5066643	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión por reembolso	MXN$-75.01		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-5434297-5066643	PT-VL0G-IQEB	Reembolso	Tarifas de Amazon	Comisión	MXN$560.35		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	702-5434297-5066643	PT-VL0G-IQEB	Reembolso	Otros	Impuesto del producto	MXN$-896.55		Dell Latitude E5540 15.6inch Laptop, Intel Core i5-4300U, 240GB Unidad de Estado sólido, 8GB DDR3, DVDRW WIN10P64 (Renewed)
02/07/2020	701-2119724-4493047	SY-63AL-PF5L	Pago del pedido	Cargos de productos		MXN$1,551.72	1	Lenovo Yoga Tablet 2 1050 25,7 cm WiFi FHD 16 GB Platino (Renewed)
